"course","course_status","chapter","lesson","lesson_type","lesson_status","system_exercise_count","system_exercises","pdf_count","pdf_files","context_present","context_characters","content_pages","other_files","has_any_content","lesson_id"
"הכנה לכיתה ז","מפורסם","שברים","שברים - חילוק","לימוד","מפורסם","10","הכרת הופכי ושער הכניסה לחילוק שברים — תרגיל 1; חילוק שלם בשבר יחידה — תרגיל 2; חילוק שבר בשלם — תרגיל 3; חילוק שבר בשבר – שלב א' — תרגיל 4; חילוק שבר בשבר – שלב ב' (עם צמצום) — תרגיל 5; חילוק מספרים מעורבים – שלב א' (הכנה) — תרגיל 6; חילוק מספרים מעורבים – שלב ב' — תרגיל 7; סדר פעולות חשבון עם חילוק שברים — תרגיל 8; בעיות מילוליות מורכבות — תרגיל 9; אתגרי חילוק שברים — תרגיל 10","0","","no","0","","","yes","6a7327f680fc90dffd8f012c"
"","","","שטח משולש","לימוד","מפורסם","10","מוטיבציה ולמידה ראשונית של נוסחת שטח משולש — תרגיל 1; חישוב שטח משולש חד-זווית (גובה פנימי) — תרגיל 2; חישוב שטח משולש ישר-זווית (שימוש בניצבים) — תרגיל 3; חישוב שטח משולש קהה-זווית (גובה חיצוני) — תרגיל 4; זהירות ממסיחים (צלעות צידיות מיותרות) — תרגיל 5; מציאת גובה חסר מתוך השטח — תרגיל 6; מציאת בסיס חסר מתוך השטח — תרגיל 7; חישוב שטח והיקף יחד — תרגיל 8; משולש אחד עם שני גבהים שונים — תרגיל 9; אתגר מפרש הסירה המשולש של הוועד הכיתתי! — תרגיל 10","0","","no","0","","","yes","6a454a4ca9cc8ff5b903d344"
"","","","שטח משולש","לימוד","מפורסם","10","מוטיבציה ולמידה ראשונית של נוסחת שטח משולש — תרגיל 1; חישוב שטח משולש חד-זווית (גובה פנימי) — תרגיל 2; חישוב שטח משולש ישר-זווית (שימוש בניצבים) — תרגיל 3; חישוב שטח משולש קהה-זווית (גובה חיצוני) — תרגיל 4; זהירות ממסיחים (צלעות צידיות מיותרות) — תרגיל 5; מציאת גובה חסר מתוך השטח — תרגיל 6; מציאת בסיס חסר מתוך השטח — תרגיל 7; חישוב שטח והיקף יחד — תרגיל 8; משולש אחד עם שני גבהים שונים — תרגיל 9; אתגר מפרש הסירה המשולש של הוועד הכיתתי! — תרגיל 10","0","","no","0","","","yes","6a688d6a90e1ad0cfe0c85e1"
"","","","שטח משולש","לימוד","מפורסם","10","מוטיבציה ולמידה ראשונית של נוסחת שטח משולש — תרגיל 1; חישוב שטח משולש חד-זווית (גובה פנימי) — תרגיל 2; חישוב שטח משולש ישר-זווית (שימוש בניצבים) — תרגיל 3; חישוב שטח משולש קהה-זווית (גובה חיצוני) — תרגיל 4; זהירות ממסיחים (צלעות צידיות מיותרות) — תרגיל 5; מציאת גובה חסר מתוך השטח — תרגיל 6; מציאת בסיס חסר מתוך השטח — תרגיל 7; חישוב שטח והיקף יחד — תרגיל 8; משולש אחד עם שני גבהים שונים — תרגיל 9; אתגר מפרש הסירה המשולש של הוועד הכיתתי! — תרגיל 10","0","","no","0","","","yes","ba4e2b2778a03c66bc2efc18"
"כיתה יב - 5 יח""ל - 572","מפורסם","בגרות","2023 - מועד ב","בחינה","מפורסם","0","","0","","no","0","","","no","69f1cd57072df177958e7145"
"הכנה לכיתה ז","מפורסם","אחוזים","אחוז בסיס","לימוד","מפורסם","10","מהו אחוז? הבנת המושג הבסיסי — תרגיל 1; המרה – אחוז, שבר עשרוני, שבר פשוט — תרגיל 2; חישוב אחוז מכמות נתונה (מציאת חלק) — תרגיל 3; מציאת חלק בבעיה מילולית — תרגיל 4; זיהוי ה""שלם"" החסר – המבוא ל""אחוז בסיס"" — תרגיל 5; הצגת הקשר – בניית פרופורציה או משוואה — תרגיל 6; מציאת השלם – מספרים פשוטים — תרגיל 7; מציאת השלם – בעיה מילולית 1 — תרגיל 8; מציאת השלם – בעיה מילולית 2 — תרגיל 9; בעיה דו-שלבית עם אחוז בסיס — תרגיל 10","0","","no","0","","","yes","6a7444f78f2d982c3c8489cd"
"הכנה לז' גיבוי","טיוטה","אחוזים","אחוז בסיס","לימוד","טיוטה","10","מהו אחוז? הבנת המושג הבסיסי — תרגיל 1; המרה – אחוז, שבר עשרוני, שבר פשוט — תרגיל 2; חישוב אחוז מכמות נתונה (מציאת חלק) — תרגיל 3; מציאת חלק בבעיה מילולית — תרגיל 4; זיהוי ה""שלם"" החסר – המבוא ל""אחוז בסיס"" — תרגיל 5; הצגת הקשר – בניית פרופורציה או משוואה — תרגיל 6; מציאת השלם – מספרים פשוטים — תרגיל 7; מציאת השלם – בעיה מילולית 1 — תרגיל 8; מציאת השלם – בעיה מילולית 2 — תרגיל 9; בעיה דו-שלבית עם אחוז בסיס — תרגיל 10","0","","no","0","","","yes","6a7454a2fc7d19d634c258ce"
"כיתה ח' - בסיס","מפורסם","אלגברה","אחוזים","לימוד","מפורסם","0","","0","","no","0","","","no","69f44cf64a229d08c9962462"
"כיתה ז׳","מפורסם","מבחנים","בחינה 8 - סדר פעולות, משוואות בעיות, משולש ומלבן","בחינה","מפורסם","0","","1","כיתה ז - מבחן סימולציה 8 - ביטוים אלגברים, מספרים מכוונים, משוואות ומשולשים (2)-2.pdf","no","0","","","yes","69638aa71fdb2dbbed3820a6"
"כיתה ט - מתקדם","מפורסם","אלגברה","בעיות מילוליות 1","תרגול","מפורסם","0","","1","כיתה ט' - יחידה 6 - בעיות מילוליות - אלגברה - 70 תרגילים-HSqESZOMRfMB5dU6kjb1Ac7x3FLY8p.pdf","no","0","","","yes","69cce716199baaba55216d1f"
"כיתה ט - בסיס","מפורסם","גיאומטריה","דימיון משולשים","תרגול","מפורסם","0","","0","","no","0","","","no","69cec82e36f6e60c623e5f28"
"כיתה ח' - בסיס","מפורסם","גיאומטריה","דלתון","לימוד","מפורסם","0","","1","קטעים מיוחדים במשולש-FovzrniRVRBGKyS1wbjPUcZgERI4C5.pdf","yes","22119","","","yes","69f45a64866993daf0dcdc06"
"","","","הגדרת המעגל","לימוד","מפורסם","10","מוטיבציה ולמידה ראשונית של הגדרת המעגל — תרגיל 1; הרדיוס (מחבר המרכז להיקף) — תרגיל 2; הקוטר (עובר דרך המרכז) — תרגיל 3; המיתר (מחבר שתי נקודות על המעגל) — תרגיל 4; קשת וגזרה (חלקי המעגל) — תרגיל 5; מיתרים שווים והמרחק שלהם מהמרכז — תרגיל 6; זוויות במעגל - זווית מרכזית — תרגיל 7; היקף המעגל (מושג ראשוני ואינטואיציה) — תרגיל 8; משיק למעגל ותכונת האנכיות — תרגיל 9; אתגר קרוסלת גן השעשועים העגולה! — תרגיל 10","0","","no","0","","","yes","6a455a711ae7f6dc354dc0ab"
"","","","הגדרת המעגל","לימוד","מפורסם","10","מוטיבציה ולמידה ראשונית של הגדרת המעגל — תרגיל 1; הרדיוס (מחבר המרכז להיקף) — תרגיל 2; הקוטר (עובר דרך המרכז) — תרגיל 3; המיתר (מחבר שתי נקודות על המעגל) — תרגיל 4; קשת וגזרה (חלקי המעגל) — תרגיל 5; מיתרים שווים והמרחק שלהם מהמרכז — תרגיל 6; זוויות במעגל - זווית מרכזית — תרגיל 7; היקף המעגל (מושג ראשוני ואינטואיציה) — תרגיל 8; משיק למעגל ותכונת האנכיות — תרגיל 9; אתגר קרוסלת גן השעשועים העגולה! — תרגיל 10","0","","no","0","","","yes","9d7c0512a0805e13a579d45b"
"כיתה ח' - מתקדם","מפורסם","אלגברה","ח | שברים אלגבריים - יחס","תרגול","מפורסם","40","תרגיל 1; תרגיל 2; תרגיל 3; תרגיל 4; תרגיל 5; תרגיל 6; תרגיל 7; תרגיל 8; תרגיל 9; תרגיל 10; תרגיל 11; תרגיל 12; תרגיל 13; תרגיל 14; תרגיל 15; תרגיל 16; תרגיל 17; תרגיל 18; תרגיל 19; תרגיל 20; תרגיל 21; תרגיל 22; תרגיל 23; תרגיל 24; תרגיל 25; תרגיל 26; תרגיל 27; תרגיל 28; תרגיל 29; תרגיל 30; תרגיל 31; תרגיל 32; תרגיל 33; תרגיל 34; תרגיל 35; תרגיל 36; תרגיל 37; תרגיל 38; תרגיל 39; תרגיל 40","0","","no","0","","","yes","69eb1b86ecc3a900bbc7f2ed"
"כיתה יב - 4 יח""ל - 472","מפורסם","בגרויות","חורף - 2024","בחינה","מפורסם","0","","1","processed_Math - 4units - 472 - 2024 - winter (10)-Tv6iXZLlkfDoRp9CTiPLhmGIsYsHpa.pdf","no","0","","","yes","69ef9daadd9c9d0b0fff5aee"
"כיתה יא - 3 יח""ל - 371","מפורסם","בחינות בגרות","מועד ב - 2023","בחינה","מפורסם","0","","1","משולש ישר טריגונמטריהזווית-ltLIg2m9VmacTGVj4HIruQGRGOaPN4.pdf","no","0","","","yes","69f5949b3440b2a807311693"
"כיתה י - 3 יח""ל - 172","מפורסם","בחינות סימולציה","מועד ב- 2023","בחינה","מפורסם","0","","0","","no","0","","","no","69f4a7bb63acdcbaea7277ae"
"כיתה ט - בסיס","מפורסם","גיאומטריה","מלבן","תרגול","מפורסם","0","","0","","no","0","","","no","69cec7e44041e7d9e4177525"
"כיתה ז׳","מפורסם","כיתה ז - אלגברה","מספרים מכוונים","לימוד","מפורסם","0","","0","","no","0","","","no","69eb1b86ecc3a900bbc7f2d3"
"כיתה י - 5 יח""ל","מפורסם","גיאומטריה","מעגל - זוויות","תרגול","מפורסם","0","","1","כיתה י - שיעור 26 - גיאומטריה - מעגל - זוויות.pdf","no","0","","","yes","6996a61ef9264f86be82f945"
"כיתה ט - בסיס","מפורסם","גיאומטריה","מעוין","תרגול","מפורסם","0","","0","","no","0","","","no","69cec7f8ad9e25ede9496bbd"
"כיתה ז׳","מפורסם","כיתה ז - גרפים ופונקציות","מערכת צירים","לימוד","מפורסם, לא פעיל","0","","1","כיתה ז - יחידה 8- מערכת צירים.pdf","no","0","","","yes","695fd31f41b5ad694bcbff3c"
"כיתה ט - בסיס","מפורסם","גיאומטריה","מקבילית","תרגול","מפורסם","0","","0","","no","0","","","no","69cec6fc84eb0515c8f74136"
"כיתה ז׳","מפורסם","כיתה ז - גיאומטריה","מרחק, ניצבות, והקבלה","לימוד","מפורסם, לא פעיל","0","","1","כיתה ז - יחידה 11 - ניצבות והקבלה-2.pdf","no","0","","","yes","695fd5ca5cf91da562c11f7a"
"כיתה ט - מתקדם","מפורסם","אלגברה","משוואות - אתגר","תרגול","מפורסם","5","תרגיל 1; תרגיל 2; תרגיל 3; תרגיל 4; תרגיל 5","0","","no","0","","","yes","69eb1b86ecc3a900bbc7f307"
"הכנה לכיתה ז","מפורסם","גאומטריה","משולש תכונות","לימוד","מפורסם","10","הכרת המשולש – צלעות, קודקודים וזוויות — תרגיל 1; סכום הזוויות במשולש – קסם ה-180 מעלות — תרגיל 2; מציאת זווית חסרה במשולש — תרגיל 3; סיווג משולשים לפי זוויות — תרגיל 4; סיווג משולשים לפי צלעות — תרגיל 5; משולש שווה שוקיים – זוויות בסיס שוות — תרגיל 6; משולש שווה צלעות – מיוחד מאוד! — תרגיל 7; הקשר בין צלעות לזוויות – מי גדול יותר? — תרגיל 8; אי שוויון המשולש – האם אפשר לבנות משולש? — תרגיל 9; שילוב תכונות משולש — תרגיל 10","0","","no","0","","","yes","6a743867b2431a04ab094d5d"
"","","","נקודות וקטעים","לימוד","מפורסם","10","תרגיל 1; תרגיל 2; תרגיל 3; תרגיל 4; תרגיל 5; תרגיל 6; תרגיל 7; תרגיל 8; תרגיל 9; תרגיל 10","0","","no","0","","","yes","6a4376221c0cac48e621f07a"
"כיתה י - 4 יח""ל","מפורסם","פונקציות","פונקצית מכפלה ומורכבת","תרגול","מפורסם","0","","1","כיתה י - יחידה 6.1 - פולינום - פונקציית מכפלה ומורכבת-TYejgANePAKQQ9yY7Q6FnosLk8i1UV.pdf","no","0","","","yes","69f4ae83365fbd8dcb5bb5d9"
"הכנה לכיתה ז","מפורסם","Orphaned lessons","קנה מידה","תרגול","מפורסם","0","","1","הכנה-כיתה-ז22-קנה-מידה-S4TtMAOC7Wj1zNHv7yFY9BKEZyCADo.pdf","no","0","","","yes","6a4611f9685bb317cd2e4f08"
"הכנה לכיתה ז","מפורסם","Orphaned lessons","קנה מידה","תרגול","מפורסם","0","","1","הכנה-כיתה-ז22-קנה-מידה-S4TtMAOC7Wj1zNHv7yFY9BKEZyCADo.pdf","no","0","","","yes","6a688d6a90e1ad0cfe0c85e8"
"הכנה לכיתה ז","מפורסם","Orphaned lessons","קנה מידה","תרגול","מפורסם","0","","1","הכנה-כיתה-ז22-קנה-מידה-S4TtMAOC7Wj1zNHv7yFY9BKEZyCADo.pdf","no","0","","","yes","91c8808468e20f3aabcb5fd6"
"הכנה לז' גיבוי","טיוטה","שבר עשרוני","שבר עשרוני - בסיס","לימוד","טיוטה","10","הכרת העשיריות – השער לעולם העשרוני — תרגיל 1; הכרת המאיות – דיוק נוסף — תרגיל 2; מעבר משבר פשוט לשבר עשרוני (ולהפך) — תרגיל 3; קריאה וכתיבה של מספרים עשרוניים — תרגיל 4; זיהוי מקום עשרוני והערך שלו — תרגיל 5; מספרים עשרוניים גדולים מ-1 — תרגיל 6; מי יותר גדול? — תרגיל 7; שברים עשרוניים על ישר המספרים — תרגיל 8; אלפיות – קפיצה אחרונה לבסיס — תרגיל 9; בעיות מילוליות משולבות — תרגיל 10","0","","no","0","","","yes","6a7454a2fc7d19d634c258cf"
